reporting_month,sales_month,platform,country,artist_name,release_title,upc,track_title,isrc,quantity,unit_price,revenue,currency,sales_type
2025-01,2025-01,YouTube UGC,Sweden,John Legend,Blue Moon Serenade,1043321819608,Serenade of the Stars,US-AMR-25-00003,6523,0.0013,8.48,USD,Creation
2025-01,2025-01,Facebook and Instagram,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,3256,0.0015,4.88,USD,Creation
2025-02,2025-02,Pandora,United States,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,4160,0.0076,31.62,USD,Stream
2025-01,2025-01,Spotify,Argentina,Wild Horizon,Dust & Freedom,9091699854358,Desert Ride,US-AMR-25-00092,281,0.0033,0.93,USD,Stream
2025-02,2025-02,Apple Music,United States,Amy Winters,Whispering Winds,3056413953768,Soft Echoes,US-AMR-25-00033,1443,0.0109,15.73,USD,Stream
2025-03,2025-03,Spotify,New Zealand,Crystal Beats,Synthetic Waves,4893252880959,Synth Tide,US-AMR-25-00053,1376,0.0042,5.78,USD,Stream
2025-02,2025-02,Facebook and Instagram,United States,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,5118,0.0015,7.68,USD,Creation
2025-01,2025-01,KKBOX,Japan,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,4714,0.0046,21.68,USD,Stream
2025-01,2025-01,Spotify,Canada,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,873,0.0058,5.06,USD,Stream
2025-03,2025-03,Apple Music,United Kingdom,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,4732,0.0106,50.16,USD,Stream
2025-03,2025-03,YouTube Official Content,Belgium,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,5875,0.0032,18.8,USD,Stream
2025-01,2025-01,Spotify,Canada,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,878,0.006,5.27,USD,Stream
2025-01,2025-01,Apple Music,United States,John Legend,Smooth Horizons,1615594078169,Smooth Sailing,US-AMR-25-00014,4578,0.01,45.78,USD,Stream
2025-01,2025-01,Spotify,Germany,Amy Winters,Autumn Leaves,1669784801846,Autumn Dreams,US-AMR-25-00043,1429,0.0062,8.86,USD,Stream
2025-01,2025-01,Spotify,Germany,Amy Winters,Autumn Leaves,1669784801846,Fading Colors,US-AMR-25-00042,4704,0.0058,27.28,USD,Stream
2025-02,2025-02,YouTube Official Content,Other,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,6016,0.0029,17.45,USD,Stream
2025-03,2025-03,Apple Music,Germany,Wild Horizon,Endless Journey,2784980841249,Forever Road,US-AMR-25-00104,2314,0.0109,25.22,USD,Stream
2025-03,2025-03,Spotify,United States,Crystal Beats,Bassline Revolution,1822782489632,Pulse Reactor,US-AMR-25-00051,3387,0.0059,19.98,USD,Stream
2025-01,2025-01,TikTok,Australia,Wild Horizon,Wild Frontier,1182449353486,End of the Road,US-AMR-25-00113,779,0.0012,0.93,USD,Creation
2025-01,2025-01,Spotify,Other,John Legend,Legacy of Soul,9283276483505,Echoing Memories,US-AMR-25-00026,1575,0.0038,5.99,USD,Stream
2025-01,2025-01,Spotify,United States,Amy Winters,Twilight Melodies,7242388496966,Sunset Serenade,US-AMR-25-00040,6621,0.0059,39.06,USD,Stream
2025-03,2025-03,Spotify,United Kingdom,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,2055,0.0058,11.92,USD,Stream
2025-02,2025-02,KKBOX,Japan,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,767,0.0046,3.53,USD,Stream
2025-01,2025-01,Soundcloud,United States,Neon Sky,Skyline Echoes,8262045053317,City Pulse,US-AMR-25-00122,4802,0.0043,20.65,USD,Stream
2025-01,2025-01,Spotify,United Kingdom,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,7624,0.0058,44.22,USD,Stream
2025-03,2025-03,Spotify,Canada,Crystal Beats,Digital Dreams,5146270482810,Pulse Reactor,US-AMR-25-00051,4570,0.0061,27.88,USD,Stream
2025-02,2025-02,Apple Music,United States,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,10899,0.0103,112.26,USD,Stream
2025-03,2025-03,Spotify,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Whispering Shadows,US-AMR-25-00080,10894,0.0059,64.27,USD,Stream
2025-03,2025-03,Spotify,Switzerland,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,11696,0.0063,73.68,USD,Stream
2025-03,2025-03,Spotify,United States,John Legend,Legacy of Soul,9283276483505,Timeless Love,US-AMR-25-00011,8565,0.006,51.39,USD,Stream
2025-01,2025-01,Deezer,Argentina,Wild Horizon,Endless Journey,2784980841249,Forever Road,US-AMR-25-00104,1681,0.0033,5.55,USD,Stream
2025-01,2025-01,Apple Music,United States,John Legend,Late Night Grooves,133890838634,Nightfall Serenade,US-AMR-25-00009,3817,0.01,38.17,USD,Stream
2025-02,2025-02,Spotify,Poland,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,833,0.0043,3.58,USD,Stream
2025-01,2025-01,Apple Music,Spain,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,520,0.0074,3.85,USD,Stream
2025-02,2025-02,Apple Music,United States,Neon Sky,Skyline Echoes,8262045053317,City Pulse,US-AMR-25-00122,991,0.0105,10.41,USD,Stream
2025-02,2025-02,Spotify,United States,Neon Sky,Skyline Echoes,8262045053317,Skyline Dreams,US-AMR-25-00123,4428,0.006,26.57,USD,Stream
2025-02,2025-02,Spotify,India,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,4390,0.004,17.56,USD,Stream
2025-02,2025-02,Apple Music,United States,Neon Sky,Lights of Tomorrow,7868011280599,Tomorrow’s Horizon,US-AMR-25-00116,8582,0.0109,93.54,USD,Stream
2025-02,2025-02,Soundcloud,Germany,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,1121,0.0043,4.82,USD,Stream
2025-02,2025-02,YouTube Official Content,Germany,Neon Sky,City Reflections,6342160733751,Mirror Streets,US-AMR-25-00125,553,0.0047,2.6,USD,Stream
2025-01,2025-01,YouTube Official Content,Sweden,Crystal Beats,Bassline Revolution,1822782489632,Soundwave,US-AMR-25-00060,160,0.0038,0.61,USD,Stream
2025-03,2025-03,YouTube UGC,Mexico,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,4176,0.0008,3.34,USD,Creation
2025-02,2025-02,YouTube UGC,United States,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,5761,0.0015,8.64,USD,Creation
2025-03,2025-03,Apple Music,Other,John Legend,Blue Moon Serenade,1043321819608,Celestial Dreams,US-AMR-25-00007,407,0.007,2.85,USD,Stream
2025-03,2025-03,Spotify,Canada,Neon Sky,City Reflections,6342160733751,Starlight Parade,US-AMR-25-00128,3323,0.0062,20.6,USD,Stream
2025-01,2025-01,Spotify,Other,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,3681,0.004,14.72,USD,Stream
2025-02,2025-02,Spotify,Australia,Wild Horizon,Dust & Freedom,9091699854358,Desert Ride,US-AMR-25-00092,3499,0.0057,19.94,USD,Stream
2025-02,2025-02,Apple Music,Ukraine,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,3685,0.007,25.8,USD,Stream
2025-02,2025-02,Tidal,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,7994,0.0092,73.54,USD,Stream
2025-03,2025-03,Spotify,United States,Amy Winters,Whispering Winds,3056413953768,Whispers of Love,US-AMR-25-00031,1783,0.0062,11.05,USD,Stream
2025-01,2025-01,YouTube UGC,United States,Neon Sky,Lights of Tomorrow,7868011280599,Skyline Radiance,US-AMR-25-00117,1999,0.0015,3.0,USD,Creation
2025-01,2025-01,Apple Music,Argentina,Neon Sky,Lights of Tomorrow,7868011280599,Future Lights,US-AMR-25-00114,2033,0.0054,10.98,USD,Stream
2025-02,2025-02,Deezer,United Kingdom,Neon Sky,Lights of Tomorrow,7868011280599,Tomorrow’s Horizon,US-AMR-25-00116,5977,0.0058,34.67,USD,Stream
2025-01,2025-01,Tidal,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,2466,0.0093,22.93,USD,Stream
2025-03,2025-03,YouTube UGC,Other,Amy Winters,Autumn Leaves,1669784801846,September Song,US-AMR-25-00041,5073,0.001,5.07,USD,Creation
2025-01,2025-01,Deezer,Italy,Electric Avenue,Voltage Highway,6474687234302,Spark Journey,US-AMR-25-00086,258,0.0043,1.11,USD,Stream
2025-02,2025-02,Spotify,Japan,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,3790,0.006,22.74,USD,Stream
2025-02,2025-02,YouTube UGC,United States,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,7085,0.0015,10.63,USD,Creation
2025-02,2025-02,Apple Music,Canada,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,2851,0.0103,29.37,USD,Stream
2025-03,2025-03,Apple Music,Germany,Neon Sky,Lights of Tomorrow,7868011280599,Neon Dawn,US-AMR-25-00115,4165,0.0107,44.57,USD,Stream
2025-03,2025-03,TikTok,New Zealand,Wild Horizon,Endless Journey,2784980841249,Journey’s End,US-AMR-25-00106,1857,0.0009,1.67,USD,Creation
2025-02,2025-02,YouTube Official Content,United States,Crystal Beats,Synthetic Waves,4893252880959,Synth Tide,US-AMR-25-00053,3681,0.0045,16.56,USD,Stream
2025-02,2025-02,YouTube Official Content,Czech Republic,Midnight Echo,Shadow Symphony,7376311656674,Dark Harmony,US-AMR-25-00077,2535,0.003,7.61,USD,Stream
2025-01,2025-01,Spotify,United States,John Legend,Blue Moon Serenade,1043321819608,Midnight Whisper,US-AMR-25-00006,1796,0.006,10.78,USD,Stream
2025-03,2025-03,Spotify,United States,Wild Horizon,Wild Frontier,1182449353486,Brave Escape,US-AMR-25-00112,5312,0.0058,30.81,USD,Stream
2025-02,2025-02,YouTube UGC,Peru,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,408,0.001,0.41,USD,Creation
2025-01,2025-01,Pandora,United States,Midnight Echo,Shadow Symphony,7376311656674,Phantom Melody,US-AMR-25-00075,3436,0.0073,25.08,USD,Stream
2025-03,2025-03,YouTube Official Content,Belgium,Crystal Beats,Bassline Revolution,1822782489632,Pulse Reactor,US-AMR-25-00051,3135,0.0032,10.03,USD,Stream
2025-02,2025-02,YouTube Official Content,Australia,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,5475,0.0046,25.18,USD,Stream
2025-02,2025-02,Apple Music,United States,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,3189,0.0101,32.21,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,5437,0.0015,8.16,USD,Creation
2025-02,2025-02,TikTok,Canada,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,2271,0.0012,2.73,USD,Creation
2025-01,2025-01,Facebook and Instagram,United States,Amy Winters,Autumn Leaves,1669784801846,September Song,US-AMR-25-00041,1561,0.0015,2.34,USD,Creation
2025-02,2025-02,YouTube Official Content,Other,Neon Sky,Skyline Echoes,8262045053317,Urban Echo,US-AMR-25-00121,4227,0.003,12.68,USD,Stream
2025-03,2025-03,Spotify,United States,Electric Avenue,Voltage Highway,6474687234302,Spark Journey,US-AMR-25-00086,3134,0.0061,19.12,USD,Stream
2025-01,2025-01,Spotify,United States,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,1922,0.006,11.53,USD,Stream
2025-03,2025-03,Deezer,Germany,Amy Winters,Autumn Leaves,1669784801846,Autumn Dreams,US-AMR-25-00043,5864,0.0062,36.36,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,2136,0.0015,3.2,USD,Creation
2025-03,2025-03,JioSaavn,India,Crystal Beats,Crystal Energy,8346578713310,Neon Hearts,US-AMR-25-00052,470,0.0019,0.89,USD,Stream
2025-03,2025-03,YouTube Official Content,Romania,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,542,0.0031,1.68,USD,Stream
2025-01,2025-01,Apple Music,United States,Electric Avenue,Night Drive,9805009788208,After Hours Drive,US-AMR-25-00090,4414,0.0109,48.11,USD,Stream
2025-03,2025-03,Spotify,United States,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,1893,0.0062,11.74,USD,Stream
2025-02,2025-02,Spotify,Netherlands,Midnight Echo,Nocturnal Whispers,6247317810807,Moonlit Voice,US-AMR-25-00078,11299,0.0053,59.88,USD,Stream
2025-03,2025-03,YouTube Official Content,Australia,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,136,0.0043,0.58,USD,Stream
2025-02,2025-02,Pandora,United States,John Legend,Blue Moon Serenade,1043321819608,Moonlight Reflection,US-AMR-25-00002,951,0.0075,7.13,USD,Stream
2025-03,2025-03,YouTube Official Content,Belgium,Neon Sky,Lights of Tomorrow,7868011280599,Urban Sunrise,US-AMR-25-00118,3607,0.0034,12.26,USD,Stream
2025-01,2025-01,Soundcloud,Germany,Midnight Echo,Echoes in the Dark,518347382999,Night Whispers,US-AMR-25-00070,2926,0.0045,13.17,USD,Stream
2025-02,2025-02,Spotify,United States,Crystal Beats,Digital Dreams,5146270482810,Electronic Heartbeat,US-AMR-25-00048,3780,0.0059,22.3,USD,Stream
2025-02,2025-02,YouTube Official Content,United States,John Legend,Late Night Grooves,133890838634,Groove Horizon,US-AMR-25-00010,2156,0.0047,10.13,USD,Stream
2025-03,2025-03,Apple Music,United Kingdom,Neon Sky,City Reflections,6342160733751,Mirror Streets,US-AMR-25-00125,9684,0.0105,101.68,USD,Stream
2025-01,2025-01,Pandora,United States,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,3082,0.0076,23.42,USD,Stream
2025-02,2025-02,Apple Music,Turkey,John Legend,The Legend Continues,1849593103410,Golden Ballad,US-AMR-25-00018,4633,0.0056,25.94,USD,Stream
2025-03,2025-03,Apple Music,Canada,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,2179,0.0103,22.44,USD,Stream
2025-03,2025-03,Spotify,United States,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,3853,0.006,23.12,USD,Stream
2025-01,2025-01,Spotify,Canada,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,422,0.0058,2.45,USD,Stream
2025-01,2025-01,Spotify,Australia,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,2297,0.0062,14.24,USD,Stream
2025-01,2025-01,Pandora,United States,Neon Sky,City Reflections,6342160733751,Mirror Streets,US-AMR-25-00125,5552,0.0073,40.53,USD,Stream
2025-03,2025-03,Spotify,Germany,Crystal Beats,Synthetic Waves,4893252880959,Artificial Breeze,US-AMR-25-00054,4462,0.006,26.77,USD,Stream
2025-02,2025-02,Deezer,Brazil,Amy Winters,Autumn Leaves,1669784801846,Fading Colors,US-AMR-25-00042,2259,0.0031,7.0,USD,Stream
2025-01,2025-01,Apple Music,China,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,2498,0.0068,16.99,USD,Stream
2025-01,2025-01,Apple Music,United States,Wild Horizon,Wild Frontier,1182449353486,Final Pursuit,US-AMR-25-00110,1859,0.0106,19.71,USD,Stream
2025-01,2025-01,Spotify,United Kingdom,Crystal Beats,Crystal Energy,8346578713310,Pulse Reactor,US-AMR-25-00051,6376,0.0062,39.53,USD,Stream
2025-03,2025-03,Apple Music,United States,Wild Horizon,Endless Journey,2784980841249,Horizon Quest,US-AMR-25-00105,3463,0.0103,35.67,USD,Stream
2025-01,2025-01,Spotify,Canada,Midnight Echo,Echoes in the Dark,518347382999,Shadow Notes,US-AMR-25-00071,2174,0.0059,12.83,USD,Stream
2025-02,2025-02,Facebook and Instagram,United States,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,2124,0.0015,3.19,USD,Creation
2025-01,2025-01,Deezer,Argentina,Neon Sky,Lights of Tomorrow,7868011280599,Neon Dawn,US-AMR-25-00115,3581,0.0033,11.82,USD,Stream
2025-02,2025-02,Pandora,United States,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,2493,0.0078,19.45,USD,Stream
2025-02,2025-02,Pandora,Canada,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,6691,0.0072,48.18,USD,Stream
2025-02,2025-02,Spotify,United States,John Legend,Smooth Horizons,1615594078169,Timeless Love,US-AMR-25-00011,5681,0.0059,33.52,USD,Stream
2025-03,2025-03,Apple Music,United States,John Legend,Blue Moon Serenade,1043321819608,Moonlight Reflection,US-AMR-25-00002,10517,0.0108,113.58,USD,Stream
2025-03,2025-03,Spotify,United States,Crystal Beats,Crystal Energy,8346578713310,Energy Flow,US-AMR-25-00064,3604,0.0061,21.98,USD,Stream
2025-03,2025-03,Spotify,United States,Wild Horizon,Endless Journey,2784980841249,Journey’s End,US-AMR-25-00106,667,0.0063,4.2,USD,Stream
2025-03,2025-03,Apple Music,Germany,John Legend,Late Night Grooves,133890838634,Twilight Groove,US-AMR-25-00008,7491,0.01,74.91,USD,Stream
2025-01,2025-01,Spotify,United States,Crystal Beats,Synthetic Waves,4893252880959,Wave Rider,US-AMR-25-00055,3549,0.0062,22.0,USD,Stream
2025-02,2025-02,Apple Music,Australia,Wild Horizon,Dust & Freedom,9091699854358,Final Frontier,US-AMR-25-00098,177,0.0108,1.91,USD,Stream
2025-01,2025-01,Spotify,Sweden,Neon Sky,City Reflections,6342160733751,Neon Rain,US-AMR-25-00124,2541,0.0051,12.96,USD,Stream
2025-02,2025-02,YouTube UGC,United States,Neon Sky,Lights of Tomorrow,7868011280599,Skyline Radiance,US-AMR-25-00117,177,0.0015,0.27,USD,Creation
2025-01,2025-01,TikTok,United States,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,1638,0.0012,1.97,USD,Creation
2025-03,2025-03,Melon,Japan,Electric Avenue,Night Drive,9805009788208,Neon Road,US-AMR-25-00089,205,0.0046,0.94,USD,Stream
2025-01,2025-01,YouTube Official Content,Canada,Crystal Beats,Synthetic Waves,4893252880959,Synth Tide,US-AMR-25-00053,353,0.0043,1.52,USD,Stream
2025-02,2025-02,Spotify,Netherlands,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,2161,0.0051,11.02,USD,Stream
2025-01,2025-01,YouTube UGC,Mexico,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,1976,0.0008,1.58,USD,Creation
2025-03,2025-03,Pandora,United States,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,3967,0.0072,28.56,USD,Stream
2025-03,2025-03,Spotify,United Kingdom,John Legend,Legacy of Soul,9283276483505,Velvet Soul,US-AMR-25-00028,3640,0.0059,21.48,USD,Stream
2025-01,2025-01,TikTok,Canada,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,4675,0.0012,5.61,USD,Creation
2025-01,2025-01,Soundcloud,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,15126,0.0044,66.55,USD,Stream
2025-02,2025-02,TikTok,Other,Midnight Echo,Shadow Symphony,7376311656674,Phantom Melody,US-AMR-25-00075,4963,0.0008,3.97,USD,Creation
2025-03,2025-03,Deezer,United Kingdom,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,7957,0.0058,46.15,USD,Stream
2025-03,2025-03,YouTube Official Content,Italy,Crystal Beats,Synthetic Waves,4893252880959,Wave Rider,US-AMR-25-00055,4147,0.0034,14.1,USD,Stream
2025-01,2025-01,Pandora,United States,Wild Horizon,Endless Journey,2784980841249,Forever Road,US-AMR-25-00104,1950,0.0078,15.21,USD,Stream
2025-02,2025-02,Apple Music,United States,Electric Avenue,Night Drive,9805009788208,After Hours Drive,US-AMR-25-00090,2553,0.01,25.53,USD,Stream
2025-01,2025-01,YouTube Official Content,Czech Republic,Electric Avenue,Night Drive,9805009788208,After Hours Drive,US-AMR-25-00090,1966,0.0031,6.09,USD,Stream
2025-01,2025-01,Spotify,Spain,Crystal Beats,Digital Dreams,5146270482810,Digital Reflection,US-AMR-25-00050,1411,0.0044,6.21,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,John Legend,Legacy of Soul,9283276483505,Rhythm of the Heart,US-AMR-25-00025,9000,0.0014,12.6,USD,Creation
2025-01,2025-01,YouTube Official Content,Philippines,John Legend,The Legend Continues,1849593103410,Final Encore,US-AMR-25-00022,3962,0.003,11.89,USD,Stream
2025-03,2025-03,Deezer,Germany,Neon Sky,Skyline Echoes,8262045053317,City Pulse,US-AMR-25-00122,601,0.0063,3.79,USD,Stream
2025-03,2025-03,Apple Music,United States,Wild Horizon,Endless Journey,2784980841249,Journey’s End,US-AMR-25-00106,6181,0.01,61.81,USD,Stream
2025-01,2025-01,Spotify,Philippines,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,7618,0.004,30.47,USD,Stream
2025-01,2025-01,Apple Music,Israel,Amy Winters,Twilight Melodies,7242388496966,Twilight Symphony,US-AMR-25-00039,945,0.0075,7.09,USD,Stream
2025-02,2025-02,Spotify,Japan,Wild Horizon,Endless Journey,2784980841249,Burning Miles,US-AMR-25-00099,275,0.0059,1.62,USD,Stream
2025-03,2025-03,KKBOX,Japan,Neon Sky,City Reflections,6342160733751,Neon Rain,US-AMR-25-00124,2571,0.0047,12.08,USD,Stream
2025-03,2025-03,Spotify,Israel,Electric Avenue,Voltage Highway,6474687234302,Thunder Ride,US-AMR-25-00084,372,0.0044,1.64,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,2810,0.0046,12.93,USD,Stream
2025-03,2025-03,Deezer,Sweden,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,2829,0.0052,14.71,USD,Stream
2025-01,2025-01,Apple Music,Australia,Crystal Beats,Digital Dreams,5146270482810,Electronic Heartbeat,US-AMR-25-00048,6509,0.0102,66.39,USD,Stream
2025-01,2025-01,Deezer,Argentina,Wild Horizon,Endless Journey,2784980841249,Journey’s End,US-AMR-25-00106,1735,0.0032,5.55,USD,Stream
2025-01,2025-01,Spotify,Mexico,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,4041,0.0031,12.53,USD,Stream
2025-02,2025-02,YouTube Official Content,Romania,Neon Sky,Lights of Tomorrow,7868011280599,Final Glow,US-AMR-25-00119,6556,0.0031,20.32,USD,Stream
2025-02,2025-02,Spotify,United States,John Legend,Blue Moon Serenade,1043321819608,Midnight Whisper,US-AMR-25-00006,7542,0.0057,42.99,USD,Stream
2025-02,2025-02,Melon,Japan,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,4714,0.0047,22.16,USD,Stream
2025-01,2025-01,Spotify,Australia,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,5908,0.006,35.45,USD,Stream
2025-01,2025-01,Pandora,United States,Wild Horizon,Dust & Freedom,9091699854358,Ride or Die,US-AMR-25-00100,1576,0.0077,12.14,USD,Stream
2025-02,2025-02,Spotify,United States,John Legend,Blue Moon Serenade,1043321819608,Moonlight Reflection,US-AMR-25-00002,2598,0.0057,14.81,USD,Stream
2025-01,2025-01,Apple Music,Sweden,Wild Horizon,Wild Frontier,1182449353486,Frontier Dreams,US-AMR-25-00111,2797,0.0093,26.01,USD,Stream
2025-01,2025-01,Spotify,United States,Crystal Beats,Bassline Revolution,1822782489632,Soundwave,US-AMR-25-00060,781,0.0057,4.45,USD,Stream
2025-02,2025-02,Apple Music,Argentina,Crystal Beats,Crystal Energy,8346578713310,Neon Hearts,US-AMR-25-00052,690,0.0059,4.07,USD,Stream
2025-01,2025-01,TikTok,Other,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,527,0.0008,0.42,USD,Creation
2025-03,2025-03,YouTube Official Content,United States,Electric Avenue,Voltage Highway,6474687234302,Final Discharge,US-AMR-25-00087,1249,0.0044,5.5,USD,Stream
2025-02,2025-02,YouTube Official Content,China,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,128,0.003,0.38,USD,Stream
2025-01,2025-01,Apple Music,Germany,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,6222,0.0104,64.71,USD,Stream
2025-03,2025-03,Apple Music,United States,Electric Avenue,Voltage Highway,6474687234302,Thunder Ride,US-AMR-25-00084,1287,0.0107,13.77,USD,Stream
2025-01,2025-01,YouTube Official Content,Canada,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,5483,0.0046,25.22,USD,Stream
2025-02,2025-02,YouTube UGC,Brazil,John Legend,The Legend Continues,1849593103410,Echoes of Legacy,US-AMR-25-00019,67,0.0008,0.05,USD,Creation
2025-02,2025-02,Tidal,United States,Electric Avenue,Night Drive,9805009788208,After Hours Drive,US-AMR-25-00090,3043,0.0092,28.0,USD,Stream
2025-01,2025-01,Apple Music,United Kingdom,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,1398,0.0102,14.26,USD,Stream
2025-02,2025-02,Apple Music,United States,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,6858,0.0109,74.75,USD,Stream
2025-01,2025-01,Deezer,Germany,Amy Winters,Twilight Melodies,7242388496966,Sunset Serenade,US-AMR-25-00040,2358,0.0063,14.86,USD,Stream
2025-03,2025-03,YouTube Official Content,China,Midnight Echo,Echoes in the Dark,518347382999,Endless Night,US-AMR-25-00072,2034,0.003,6.1,USD,Stream
2025-01,2025-01,Spotify,Brazil,John Legend,Smooth Horizons,1615594078169,Ocean Breeze,US-AMR-25-00013,1911,0.0033,6.31,USD,Stream
2025-02,2025-02,Deezer,France,Wild Horizon,Wild Frontier,1182449353486,Brave Escape,US-AMR-25-00112,2439,0.0054,13.17,USD,Stream
2025-02,2025-02,Apple Music,United States,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,6606,0.0102,67.38,USD,Stream
2025-02,2025-02,Spotify,Australia,Wild Horizon,Dust & Freedom,9091699854358,Freedom Call,US-AMR-25-00094,4087,0.0057,23.3,USD,Stream
2025-01,2025-01,Spotify,Netherlands,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,204,0.0049,1.0,USD,Stream
2025-02,2025-02,Apple Music,United Kingdom,Electric Avenue,Night Drive,9805009788208,After Hours Drive,US-AMR-25-00090,6069,0.0107,64.94,USD,Stream
2025-03,2025-03,Apple Music,United States,Wild Horizon,Wild Frontier,1182449353486,Frontier Anthem,US-AMR-25-00108,1100,0.0102,11.22,USD,Stream
2025-01,2025-01,Spotify,Morocco,Crystal Beats,Synthetic Waves,4893252880959,Synth Tide,US-AMR-25-00053,1939,0.004,7.76,USD,Stream
